name,N,sigma,mean_ipr,extended_fraction
world_us_biketown,274,796.6508942924739,0.06007815631757973,0.08759124087591241
world_us_biki,134,415.12031230244395,0.06871131394757878,0.3208955223880597
world_us_blue_bikes,597,647.9758762713515,0.06000627798643707,0.01507537688442211
world_us_capital_bike_share,831,791.5884514454616,0.08268916723321013,0.00842358604091456
world_us_capmetro,84,704.5062930551003,0.12069609150689327,0.25
world_us_citi_bike,2406,390.5968199521245,0.02064728449606477,0.003740648379052369
world_us_divvy,1999,630.2605423766463,0.054095350691690004,0.005502751375687844
world_us_lyft_scooters_denver,119,421.26411703020733,0.10758068660573514,0.2184873949579832
world_us_mogo_detroit,81,1299.2323253740442,0.14847322864466028,0.14814814814814814
world_us_pogoh,60,1068.0920991126927,0.10127213172816678,0.5166666666666667
world_us_trinity_metro_bikes,57,1194.0079307170236,0.16342611994508005,0.3684210526315789
world_us_we_cycle,99,700.6716198852158,0.19195561666953523,0.020202020202020204
