city_a,city_b,similarity_low,similarity_mid,similarity_high,iso_a,iso_b
Vélo'v Lyon,Bicing Barcelona,0.7362293027452771,0.9420952218430979,0.5956632813714342,FR,ES
Vélo'v Lyon,Valenbisi València,0.7594984005738274,0.8835409268862982,0.9275676891955751,FR,ES
Vélo'v Lyon,BikeMi Milan,0.7859322411509981,0.9441513095811822,0.6394235092234605,FR,IT
Vélo'v Lyon,Villo Bruxelles,0.7137859365322604,0.9344512950090439,0.4423150705336768,FR,BE
Vélo'v Lyon,Velo Antwerpen,0.6982356500114575,0.9259949982841097,0.3933738918520893,FR,BE
Vélo'v Lyon,Metrorower,0.8612702437928084,0.8857561099773166,0.8501548933291156,FR,PL
Vélo'v Lyon,Mevo Gdańsk,0.7115864432334441,0.88100092926672,0.8819670283668807,FR,PL
Vélo'v Lyon,Velospot CH,0.6351771905802179,0.8983268530119821,0.8765896670105813,FR,CH
Vélo'v Lyon,Ecobici Ciudad de Mexico,0.7385471989021377,0.9233848108280084,0.339686230304219,FR,MX
Vélo'v Lyon,Ecobici Buenos Aires,0.7340873393554959,0.8912420257282372,0.489037519418308,FR,AR
Vélo'v Lyon,Bike Itaú Rio,0.814879376771395,0.9071318593936734,0.8530388214991788,FR,BR
VéLÔ Toulouse,Le VélO Bordeaux,0.8535969616178316,0.848950331507948,0.8639898242272281,FR,FR
VéLÔ Toulouse,Le Vélo Marseille,0.8871576620513721,0.8696967158325732,0.7092428248669382,FR,FR
VéLÔ Toulouse,Santander London,0.9417449308431434,0.9468994912453113,0.6145038458439804,FR,GB
VéLÔ Toulouse,Beryl Bournemouth,0.6949202522754168,0.8117877858535465,0.6407390684893447,FR,GB
VéLÔ Toulouse,Beryl Manchester,0.8516898429811864,0.8920973318580228,0.9363949031998854,FR,GB
VéLÔ Toulouse,Nextbike Berlin,0.7505057988186719,0.9142743189639041,0.6721062375296042,FR,DE
VéLÔ Toulouse,Swabi Augsburg,0.7654183783516785,0.9324732291635905,0.7499310582013248,FR,DE
VéLÔ Toulouse,Nextbike Praha,0.6253648906331332,0.9379033697211357,0.6756913283113253,FR,CZ
VéLÔ Toulouse,BiciMAD Madrid,0.8991289730998784,0.9602779823368256,0.8923035974315005,FR,ES
VéLÔ Toulouse,Bicing Barcelona,0.910911000024371,0.9480420607034906,0.7792337210200222,FR,ES
VéLÔ Toulouse,Valenbisi València,0.8993424365967996,0.8580363428743238,0.7368114778674172,FR,ES
VéLÔ Toulouse,BikeMi Milan,0.9042462410501364,0.916566840889532,0.8335181526922217,FR,IT
